date,hour,day_type
2020-05-10,12,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,13,weekend
2020-05-10,14,weekend
2020-05-10,14,weekend
2020-05-10,14,weekend
2020-05-10,14,weekend
2020-05-10,14,weekend
2020-05-10,14,weekend
2020-05-10,14,weekend
2020-05-10,14,weekend
2020-05-10,14,weekend
2020-05-10,15,weekend
2020-05-10,15,weekend
2020-05-10,15,weekend
2020-05-10,15,weekend
2020-05-10,15,weekend
2020-05-10,15,weekend
2020-05-10,15,weekend
2020-05-10,15,weekend
2020-05-10,15,weekend
2020-05-10,15,weekend
2020-05-10,15,weekend
2020-05-10,15,weekend
2020-05-10,15,weekend
2020-05-10,15,weekend
2020-05-10,16,weekend
2020-05-10,16,weekend
2020-05-10,16,weekend
2020-05-10,16,weekend
2020-05-10,16,weekend
2020-05-10,16,weekend
2020-05-10,16,weekend
2020-05-10,16,weekend
2020-05-10,17,weekend
2020-05-10,17,weekend
2020-05-10,19,weekend
2020-05-10,19,weekend
2020-05-10,19,weekend
2020-05-10,19,weekend
2020-05-10,19,weekend
2020-05-10,19,weekend
2020-05-10,19,weekend
2020-05-10,20,weekend
2020-05-10,20,weekend
2020-05-10,22,weekend
2020-05-11,8,working_day
2020-05-11,10,working_day
2020-05-11,12,working_day
2020-05-11,12,working_day
2020-05-11,12,working_day
2020-05-11,13,working_day
2020-05-11,14,working_day
2020-05-11,14,working_day
2020-05-11,14,working_day
2020-05-11,14,working_day
2020-05-11,14,working_day
2020-05-11,14,working_day
2020-05-11,14,working_day
2020-05-11,16,working_day
2020-05-11,16,working_day
2020-05-11,16,working_day
2020-05-11,16,working_day
2020-05-11,16,working_day
2020-05-11,16,working_day
2020-05-11,16,working_day
2020-05-11,16,working_day
2020-05-11,16,working_day
2020-05-11,17,working_day
2020-05-11,17,working_day
2020-05-11,17,working_day
2020-05-11,17,working_day
2020-05-11,17,working_day
2020-05-11,17,working_day
2020-05-11,17,working_day
2020-05-11,17,working_day
2020-05-11,17,working_day
2020-05-11,18,working_day
2020-05-11,18,working_day
2020-05-11,18,working_day
2020-05-11,18,working_day
2020-05-11,18,working_day
2020-05-11,18,working_day
2020-05-11,18,working_day
2020-05-11,18,working_day
2020-05-11,18,working_day
2020-05-11,18,working_day
2020-05-11,18,working_day
2020-05-11,18,working_day
2020-05-11,18,working_day
2020-05-11,18,working_day
2020-05-11,18,working_day
2020-05-11,18,working_day
2020-05-11,19,working_day
2020-05-11,19,working_day
2020-05-11,19,working_day
2020-05-11,19,working_day
2020-05-11,19,working_day
2020-05-11,19,working_day
2020-05-11,19,working_day
2020-05-11,19,working_day
2020-05-11,19,working_day
2020-05-11,19,working_day
2020-05-11,19,working_day
2020-05-11,19,working_day
2020-05-11,20,working_day
2020-05-11,20,working_day
2020-05-11,20,working_day
2020-05-11,20,working_day
2020-05-11,20,working_day
2020-05-11,20,working_day
2020-05-11,20,working_day
2020-05-11,20,working_day
2020-05-11,20,working_day
2020-05-11,20,working_day
2020-05-11,20,working_day
2020-05-11,20,working_day
2020-05-11,20,working_day
2020-05-11,20,working_day
2020-05-11,20,working_day
2020-05-11,20,working_day
2020-05-11,20,working_day
2020-05-11,21,working_day
2020-05-11,21,working_day
2020-05-11,21,working_day
2020-05-11,21,working_day
2020-05-11,21,working_day
2020-05-11,21,working_day
2020-05-11,21,working_day
2020-05-11,21,working_day
2020-05-11,21,working_day
2020-05-11,21,working_day
2020-05-11,21,working_day
2020-05-11,21,working_day
2020-05-11,21,working_day
